Id,Label,Headquarters Location,Operating Status,Company Type,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Lead Investors,Number of Investors,Industry Groups,Industries,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Events,SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Visit Duration,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Principales inversionistas
2436,Paul Heydon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,Figment,"New York, New York, United States",Active,For Profit,14.0,,,,5.0,32.0,"Consumer Electronics, Financial Services, Hardware, Information Technology, Other, Payments, Privacy and Security, Software","Blockchain, Computer, Cryptocurrency, Network Security, Software",7.0,Late Stage Venture,2021-12-20,110000000.0,USD,110000000.0,Series C,Series C,110000000.0,USD,110000000.0,165009947.0,USD,165009947.0,,185.933,"98,843.83",302.0,,,,"2TM, Galaxy Digital, Ava Labs, Anchorage, Mirae Asset Global Investments"
2438,Hashkey,"Hong Kong, Hong Kong Island, Hong Kong",Active,For Profit,80.0,10.0,5.0,2.0,,,"Financial Services, Information Technology, Other, Professional Services","Blockchain, Consulting, Financial Services, FinTech, Information Technology",,,,,,,,,,,,,,,2.0,5.673,"9,564.17",17.0,,,,
2439,Viz,"San Francisco, California, United States",Active,For Profit,,,,,8.0,16.0,"Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence, Health Care, Health Diagnostics, Machine Learning, Medical Device",7.0,Late Stage Venture,2022-04-07,100000000.0,USD,100000000.0,Series D,Series D,100000000.0,USD,100000000.0,251550000.0,USD,251550000.0,2.0,42.959,"20,568.67",78.0,,,,"Seedcamp, Insight Partners, GV, Tiger Global Management, Scale Venture Partners"
2440,Rent the Runway,"New York, New York, United States",Active,For Profit,,,,,11.0,19.0,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design","Consumer Goods, E-Commerce, Fashion, Retail",13.0,IPO,2020-06-17,5000000.0,USD,5000000.0,Venture - Series Unknown,Venture - Series Unknown,5000000.0,USD,5000000.0,526149985.0,USD,526149985.0,1.0,"2,096,299","1,582,695.5",629.0,,,,"Temasek Holdings, Fidelity Management and Research Company, Franklin Templeton Investments, Highland Capital Partners, Kleiner Perkins"
2441,Scott Banister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,Generation Investment Management,"London, England, United Kingdom",Active,,63.0,30.0,5.0,16.0,,,"Financial Services, Lending and Investments, Sustainability","Finance, Financial Services, FinTech, Sustainability, Venture Capital",,,,,,,,,,,,,,,,6.523,8.089,1.68,,,,
2443,Quiq,"Bozeman, Montana, United States",Active,For Profit,,,,,3.0,5.0,"Artificial Intelligence, Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Other, Professional Services, Science and Engineering, Software","Artificial Intelligence, Customer Service, Enterprise Software, Messaging, Productivity Tools",3.0,Late Stage Venture,2022-04-12,25000000.0,USD,25000000.0,Series C,Series C,25000000.0,USD,25000000.0,44000000.0,USD,44000000.0,1.0,11.94,"10,463.67",223.0,,,,"Venrock, Baird Capital, Foundry Group, NEXT Frontier Capital, Teamworthy Ventures"
2444,American Securities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,Rabobank,"Utrecht, Utrecht, The Netherlands",Active,For Profit,54.0,13.0,2.0,12.0,,,"Financial Services, Lending and Investments","Banking, Crowdfunding, Finance, Financial Services, Wealth Management",,,,,,,,,,,,,,,24.0,402.319,"365,797.83",613.0,,,,
2446,Cowboy Ventures,"Palo Alto, California, United States",Active,,142.0,28.0,55.0,25.0,,,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,,,,,,,,,,,,,1.0,8.411,"11,641.83",21.0,,,,
2447,Latitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,Panorama Point Partners,"Omaha, Nebraska, United States",Active,,26.0,6.0,1.0,10.0,,,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",1.0,,2015-04-27,4390296.0,USD,4390296.0,Venture - Series Unknown,Venture - Series Unknown,4390296.0,USD,4390296.0,4390296.0,USD,4390296.0,,,,,80326.0,USD,80326.0,
2449,Simpl,"Bangalore, Karnataka, India",Active,For Profit,,,,,4.0,8.0,"Commerce and Shopping, Financial Services, Payments","E-Commerce, Financial Services, Lending, Payments",6.0,Early Stage Venture,2021-11-30,40000000.0,USD,40000000.0,Series B,Series B,40000000.0,USD,40000000.0,71700000.0,USD,71700000.0,,347.309,"537,365.83",183.0,,,,"Franklin Templeton Investments, FJ Labs, IA Ventures, Valar Ventures, Green Visor Capital"
2450,Disrupt Ventures,,Active,For Profit,10.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,Rebright Partners,"Tokyo, Tokyo, Japan",Active,,45.0,10.0,,8.0,,,"Internet Services, Mobile, Software","Internet, Mobile, Software",,,,,,,,,,,,,,,1.0,,,,,,,
2452,Tom Blomfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,Fortissimo Capital,"Rosh Ha'ayin, HaMerkaz, Israel",Active,,38.0,13.0,1.0,10.0,,,"Financial Services, Lending and Investments, Professional Services, Software","Enterprise Software, Translation Service, Venture Capital",,,,,,,,,,,,,,,,2.962,,12.0,,,,
2454,Zendesk,"San Francisco, California, United States",Active,For Profit,7.0,2.0,1.0,2.0,5.0,11.0,"Other, Professional Services, Software","Customer Service, Enterprise Software, SaaS, Software",8.0,IPO,2019-09-18,,,,Grant,Post-IPO Equity,,,,85500000.0,USD,85500000.0,72.0,"77,030,596","73,536,668.5",628.0,148319831.0,USD,148319831.0,"Goldman Sachs, Matrix Partners, Redpoint, Index Ventures, GGV Capital"
2455,Brightline,"Palo Alto, California, United States",Active,For Profit,,,,,5.0,15.0,"Community and Lifestyle, Health Care","Child Care, Family, Health Care, Home Health Care",5.0,Late Stage Venture,2022-03-29,105000000.0,USD,105000000.0,Series C,Series C,105000000.0,USD,105000000.0,209000000.0,USD,209000000.0,,98.601,"30,462.67",56.0,,,,"Gaingels, GV, City Light Capital, Oak HC/FT, Threshold"
2456,Boldstart Ventures,"New York, New York, United States",Active,,153.0,38.0,18.0,23.0,,,"Financial Services, Lending and Investments, Software","Enterprise Software, Financial Services, SaaS, Software, Venture Capital",,,,,,,,,,,,,,,,5.977,"4,352.33",95.0,,,,
2457,Tive,"Boston, Massachusetts, United States",Active,For Profit,,,,,5.0,18.0,"Internet Services, Software, Transportation","Enterprise Software, Internet of Things, Shipping, Software, Supply Chain Management",7.0,Early Stage Venture,2022-04-11,54000000.0,USD,54000000.0,Series B,Series B,54000000.0,USD,54000000.0,81929989.0,USD,81929989.0,6.0,81.729,"6,325.33",2.608,,,,"Techstars, Fifth Wall, RRE Ventures, Qualcomm Ventures, AXA Venture Partners"
2458,Redis,"Mountain View, California, United States",Active,For Profit,,,,,8.0,12.0,"Data and Analytics, Information Technology, Internet Services, Software","Analytics, Big Data, Cloud Data Services, Database, Information Technology, Open Source, Software",10.0,Late Stage Venture,2021-12-16,1200000.0,USD,1200000.0,Secondary Market,Series G,110000000.0,USD,110000000.0,356800000.0,USD,356800000.0,64.0,543.589,"342,927.5",1.1,,,,"Francisco Partners, Tiger Global Management, SoftBank Vision Fund, Silicon Valley Bank, Viola Ventures"
2459,State Street,"Boston, Massachusetts, United States",Active,For Profit,15.0,3.0,,2.0,,,"Financial Services, Lending and Investments","Angel Investment, Banking, Financial Services",,,,,,,,,,,,,,,4.0,484.085,"861,459.33",856.0,,,,
2460,Dialogue,"MontrÃ©al, Quebec, Canada",Active,For Profit,,,,,6.0,14.0,Health Care,"Health Care, Wellness",5.0,IPO,2020-07-29,43000000.0,CAD,32226225.0,Series B,Series B,43000000.0,CAD,32226225.0,88726225.0,USD,88726225.0,,168.548,"89,923.83",772.0,,,,"White Star Capital, SCALE AI, Caisse de Depot et Placement du Quebec, BDC Venture Capital, HV Capital"
2461,Standard Crypto,"San Francisco, California, United States",Active,,11.0,5.0,,,,,"Financial Services, Payments, Software","Cryptocurrency, Financial Services",,,,,,,,,,,,,,,,8.589,2.748,0.0,,,,
2462,Red Sea Ventures,"New York, New York, United States",Active,,86.0,8.0,19.0,15.0,,,"Financial Services, Lending and Investments, Professional Services","Business Development, Finance, Financial Services, Venture Capital",,,,,,,,,,,,,,,,5.887,4.111,143.0,,,,
2463,Pioneer Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464,Eight Sleep,"New York, New York, United States",Active,For Profit,1.0,,,,3.0,82.0,"Consumer Electronics, Hardware, Health Care","Consumer Electronics, Health Care, Wellness",13.0,Late Stage Venture,2021-08-30,86000000.0,USD,86000000.0,Series C,Series C,86000000.0,USD,86000000.0,162066621.0,USD,162066621.0,2.0,270.16,"390,842.5",283.0,,,,"SoftBank, Gaingels, General Catalyst, 8VC, Y Combinator"
2465,TravelPerk,"Barcelona, Catalonia, Spain",Active,For Profit,,,,,7.0,28.0,"Events, Media and Entertainment, Software, Travel and Tourism","Business Travel, Software, Ticketing, Travel",9.0,Late Stage Venture,2022-01-12,115000000.0,USD,115000000.0,Series D,Series D,115000000.0,USD,115000000.0,408175372.0,USD,408175372.0,9.0,"1,244,217","340,168.17",945.0,,,,"General Catalyst, Spark Capital, Felix Capital, Latitude, LocalGlobe"
2466,Rohit Bansal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,Dataminr,"New York, New York, United States",Active,For Profit,,,,,3.0,43.0,"Artificial Intelligence, Data and Analytics, Government and Military, Information Technology, Professional Services, Science and Engineering, Software","Analytics, Artificial Intelligence, Information Technology, Public Safety, Risk Management, Software",11.0,Late Stage Venture,2021-03-23,475000000.0,USD,475000000.0,Series F,Series F,475000000.0,USD,475000000.0,1052012621.0,USD,1052012621.0,11.0,253.701,"162,319.5",1.069,4023945.0,USD,4023945.0,"Alumni Ventures, Fidelity, BoxGroup, Valor Equity Partners, Credit Suisse"
2468,Saison Capital,"Singapore, Central Region, Singapore",Active,,30.0,7.0,,,,,Financial Services,"Financial Services, FinTech",,,,,,,,,,,,,,,,5.166,4.094,408.0,,,,
2469,Trustbridge Partners,"Boston, Massachusetts, United States",Active,,115.0,43.0,5.0,17.0,,,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,,,,,,,,,,,,,,,,,,,,
2470,Podium,"Lehi, Utah, United States",Active,For Profit,,,,,4.0,13.0,"Commerce and Shopping, Information Technology, Internet Services, Messaging and Telecommunications, Other, Software","Collaboration, Consumer Reviews, Messaging, Software",7.0,Late Stage Venture,2021-11-15,201000000.0,USD,201000000.0,Series D,Series D,201000000.0,USD,201000000.0,419120000.0,USD,419120000.0,3.0,"12,113,943","5,585,084.17",396.0,3142681.0,USD,3142681.0,"GV, Y Combinator, Accel, Summit Partners, Institutional Venture Partners"
2471,Liquid 2 Ventures,"San Francisco, California, United States",Active,,304.0,8.0,58.0,24.0,,1.0,"Financial Services, Lending and Investments","Financial Exchanges, Impact Investing, Venture Capital",1.0,,2018-03-01,,,,Venture - Series Unknown,Venture - Series Unknown,,,,,,,,6.734,"4,702.83",0.0,,,,Mason Ng
2472,Alven,"Paris, Ile-de-France, France",Active,,192.0,72.0,7.0,32.0,,,"Apps, Financial Services, Gaming, Other, Payments, Software","Blockchain, Consumer Applications, Cryptocurrency, Developer Tools, FinTech, Gaming, SaaS",,,,,,,,,,,,,,,3.0,1.21,1.849,96.0,,,,
2473,Government of Canada,"Gatineau, Quebec, Canada",Active,For Profit,139.0,68.0,1.0,19.0,,,"Government and Military, Information Technology","Government, Information Services, Politics",,,,,,,,,,,,,,,11.0,8.087,"4,896.33",17.0,,,,
2474,Rocket Internet,"Berlin, Berlin, Germany",Active,For Profit,145.0,40.0,2.0,38.0,6.0,7.0,"Financial Services, Internet Services, Lending and Investments, Software","Finance, Financial Services, Incubators, Internet, Software",7.0,IPO,2015-02-13,588800000.0,EUR,670552408.0,Post-IPO Equity,Post-IPO Equity,588800000.0,EUR,670552408.0,2249056676.0,USD,2249056676.0,1.0,35.605,"22,993.67",165.0,,,,"PLDT, Global Founders Capital, United Internet Ventures, HV Capital, Access Industries"
2475,AOL,"New York, New York, United States",Active,For Profit,36.0,4.0,3.0,20.0,1.0,3.0,"Advertising, Content and Publishing, Media and Entertainment","Advertising Platforms, Digital Media, News, Publishing",2.0,M&A,2005-12-01,1000000000.0,USD,1000000000.0,Corporate Round,Corporate Round,1000000000.0,USD,1000000000.0,1000000000.0,USD,1000000000.0,31.0,"190,350,757","218,011,911.33",1.114,,,,"Google, Kleiner Perkins, Comcast Ventures"
2476,Knox Lane,"San Francisco, California, United States",Active,For Profit,2.0,2.0,1.0,,,,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,,,,,,,,,,,,,,5.326,,0.0,,,,
2477,PCCW,"Quarry Bay, Hong Kong Island, Hong Kong",Active,For Profit,13.0,3.0,,4.0,,,"Information Technology, Internet Services, Software","Contact Management, Web Hosting",,IPO,,,,,,,,,,,,,2.0,864.202,"1,251,404.5",1.2,,,,
2478,Zeta,"San Francisco, California, United States",Active,For Profit,1.0,1.0,,,3.0,3.0,"Financial Services, Lending and Investments","Banking, Financial Services, FinTech",3.0,,2022-03-07,30000000.0,USD,30000000.0,Venture - Series Unknown,Venture - Series Unknown,30000000.0,USD,30000000.0,340000000.0,USD,340000000.0,2.0,63.185,"135,537.17",319.0,,,,"Mastercard, SoftBank Vision Fund, Sodexo"
2479,Zebra Technologies,"Lincolnshire, Illinois, United States",Active,For Profit,1.0,1.0,,,,6.0,"Content and Publishing, Hardware, Information Technology, Manufacturing, Media and Entertainment, Software, Transportation, Travel and Tourism","Hardware, Hospitality, Information Technology, Logistics, Manufacturing, News, Social News, Software, Transportation",2.0,IPO,2014-09-16,2000000000.0,USD,2000000000.0,Post-IPO Debt,Post-IPO Equity,,,,2000000000.0,USD,2000000000.0,26.0,"2,735,186","2,390,737.33",557.0,,,,"Morgan Stanley, Deutsche Bank, North Coast Ventures, J.P. Morgan Securities Inc., Plymouth Growth"
2480,Wonderschool,"San Francisco, California, United States",Active,For Profit,,,,,5.0,31.0,"Community and Lifestyle, Education, Health Care, Software","Child Care, EdTech, Education, Parenting, Primary Education",8.0,Early Stage Venture,2022-01-11,25000000.0,USD,25000000.0,Series B,Series B,25000000.0,USD,25000000.0,49100000.0,USD,49100000.0,,82.837,"48,447.33",136.0,,,,"Citi, Andreessen Horowitz, Gaingels, Goldman Sachs, FundersClub"
2481,Asas Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,GuildFi,"Bangkok, Krung Thep, Thailand",Active,For Profit,8.0,1.0,,,2.0,11.0,"Apps, Gaming, Software","Apps, Gaming, Video Games",1.0,Seed,2021-11-10,6000000.0,USD,6000000.0,Seed,Seed,6000000.0,USD,6000000.0,6000000.0,USD,6000000.0,,57.21,601.937,136.0,,,,"Animoca Brands, Dapper Labs, Hashed, DeFiance Capital, Coinbase Ventures"
2483,Swisscom Ventures,"ZÃ¼rich, Zurich, Switzerland",Active,,112.0,30.0,10.0,35.0,,,"Data and Analytics, Financial Services, Hardware, Internet Services, Lending and Investments, Software","Big Data, Cloud Computing, FinTech, Telecommunications, Venture Capital",,,,,,,,,,,,,,,1.0,,,,,,,
2484,Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,Bunge Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,Ventures Platform,"Abuja, Federal Capital Territory, Nigeria",Active,,48.0,16.0,4.0,1.0,,,"Financial Services, Lending and Investments",Venture Capital,,,,,,,,,,,,,,,1.0,549,"1,234.5",10.0,,,,
2487,NextView Ventures,"New York, New York, United States",Active,,202.0,43.0,38.0,36.0,,,"Financial Services, Internet Services, Lending and Investments, Other, Professional Services","Business Development, Consumer, Finance, Internet, Venture Capital",,,,,,,,,,,,,,,,,,,,,,
2488,UOB Venture,"Singapore, Central Region, Singapore",Active,,55.0,10.0,1.0,10.0,,,"Financial Services, Lending and Investments","Banking, Financial Services, Venture Capital",,,,,,,,,,,,,,,,,,,,,,
2489,Cabin VC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,Binance,"Valletta, NA - Malta, Malta",Active,For Profit,62.0,39.0,3.0,1.0,3.0,12.0,"Financial Services, Lending and Investments, Payments, Software","Bitcoin, Cryptocurrency, FinTech, Stock Exchanges",3.0,,2018-10-23,,,,Venture - Series Unknown,Venture - Series Unknown,,,,25000000.0,USD,25000000.0,5.0,"133,037,244","144,724,373.5",1.075,,,,"Sequoia Capital, Vertex Ventures, Fundamental Labs, Vertex Ventures Southeast Asia & India, Chris McCann"
2491,OMERS Ventures,"Toronto, Ontario, Canada",Active,,125.0,69.0,7.0,15.0,,,"Financial Services, Lending and Investments",Venture Capital,,,,,,,,,,,,,,,,6.899,"4,927.5",0.0,,,,
2492,Endeavour Vision,"Geneva, Geneve, Switzerland",Active,,58.0,17.0,4.0,16.0,,,"Health Care, Mobile","Health Care, Medical, Medical Device, mHealth",,,,,,,,,,,,,,,,2.916,,0.0,,,,
2493,Otium Capital,"Paris, Ile-de-France, France",Active,,44.0,28.0,,4.0,,,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,,,,,,,,,,,,,3.0,510,,0.0,,,,
2494,Andera Partners,"Paris, Ile-de-France, France",Active,,169.0,62.0,2.0,51.0,,,"Financial Services, Lending and Investments, Media and Entertainment","Advice, Banking, Financial Services",,,,,,,,,,,,,,,1.0,2.022,"3,556.5",124.0,,,,
2495,One Planet Group,"Walnut Creek, California, United States",Active,For Profit,26.0,1.0,9.0,4.0,,,"Community and Lifestyle, Content and Publishing, Financial Services, Lending and Investments, Media and Entertainment, Sales and Marketing","Angel Investment, Creative Agency, Lead Generation, Social Entrepreneurship",,,,,,,,,,,,,,,,6.392,,131.0,,,,
2496,responsAbility,"ZÃ¼rich, Zurich, Switzerland",Active,For Profit,32.0,20.0,,3.0,3.0,3.0,Financial Services,"Asset Management, Finance, Financial Services",1.0,M&A,2019-07-30,175000000.0,USD,175000000.0,Debt Financing,,,,,175000000.0,USD,175000000.0,1.0,12.152,"8,665.5",32.0,,,,"OPIC - Overseas Private Investment Corporation, Calvert Impact Capital, Alecta"
2497,Forto,"Berlin, Berlin, Germany",Active,For Profit,,,,,7.0,17.0,"Software, Transportation","Freight Service, Logistics, Shipping, Software, Supply Chain Management",6.0,Late Stage Venture,2022-03-07,250000000.0,USD,250000000.0,Series D,Series D,250000000.0,USD,250000000.0,593383184.0,USD,593383184.0,,54.038,"73,431.33",1.2,,,,"SoftBank Vision Fund, Global Founders Capital, Northzone, Disruptive, Cherry Ventures"
2498,SiFive,"San Mateo, California, United States",Active,For Profit,,,,,6.0,16.0,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering","Electronics, Manufacturing, Semiconductor, Wearables",6.0,Late Stage Venture,2022-03-16,175000000.0,USD,175000000.0,Series F,Series F,175000000.0,USD,175000000.0,365500000.0,USD,365500000.0,3.0,45.64,"28,447.33",163.0,,,,"Spark Capital, Qualcomm Ventures, Coatue, Khaira Capital, Samsung Ventures"
2499,Couchbase,"Santa Clara, California, United States",Active,For Profit,,,,,8.0,10.0,"Data and Analytics, Information Technology, Internet Services, Software","Big Data, Cloud Data Services, Database, Enterprise Software",8.0,IPO,2020-05-21,105000000.0,USD,105000000.0,Series G,Series G,105000000.0,USD,105000000.0,251000000.0,USD,251000000.0,47.0,348.215,392.191,562.0,8701782.0,USD,8701782.0,"Accel, Mayfield Fund, Sorenson Capital, Adams Street Partners, North Bridge Venture Partners & Growth Equity"
2500,VilCap Investments,"San Francisco, California, United States",Active,,86.0,3.0,30.0,7.0,,,"Agriculture and Farming, Education, Energy, Financial Services, Health Care, Sustainability","Agriculture, Clean Energy, Education, Finance, Health Care",,,,,,,,,,,,,,,,,,,,,,
2501,Will Neale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,REA Group,"Melbourne, Victoria, Australia",Active,For Profit,5.0,5.0,,3.0,,,"Content and Publishing, Media and Entertainment",News,1.0,IPO,2020-05-08,149000000.0,USD,149000000.0,Post-IPO Debt,,,,,149000000.0,USD,149000000.0,1.0,36.569,"24,519.67",82.0,,,,
2503,Saudi Arabia's Public Investment Fund,"Riyadh, Ar Riyad, Saudi Arabia",Active,,15.0,11.0,,8.0,,3.0,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",1.0,,2018-09-17,11000000000.0,USD,11000000000.0,Debt Financing,,,,,11000000000.0,USD,11000000000.0,,279.741,"93,096.83",837.0,,,,"HSBC, JP Morgan Chase, Goldman Sachs"
